16 22106 83718
0 0     -3.859900e+02 3.871200e+02
8 10614     -3.379999e+01 2.869900e+02
14 10614     4.845800e+02 -1.290400e+02
1 10615     6.192300e+02 5.662400e+02
4 10615     6.287000e+01 -4.935300e+02
6 10615     -2.806500e+02 6.898400e+02
11 10615     3.184100e+02 -1.696500e+02
14 10615     5.014100e+02 -1.243800e+02
1 10616     6.115500e+02 5.655500e+02
2 10616     -1.283600e+02 3.697300e+02
3 10616     -2.658500e+02 3.441998e+01
9 10616     -2.646800e+02 3.917200e+02
14 10616     4.950300e+02 -1.271500e+02
1 10617     6.768000e+02 5.634600e+02
13 10617     3.821300e+02 2.763400e+02
1 10618     6.214600e+02 5.611000e+02
2 10618     -1.199500e+02 3.669400e+02
3 10618     -2.579300e+02 3.238000e+01
8 10618     -1.894000e+01 2.864400e+02
9 10618     -2.569500e+02 3.894100e+02
14 10618     5.045500e+02 -1.285700e+02
1 10619     6.214600e+02 5.611000e+02
6 10619     -2.764800e+02 6.849800e+02
8 10619     -1.894000e+01 2.864400e+02
14 10619     5.045500e+02 -1.285700e+02
1 10620     6.397800e+02 5.536100e+02
8 10620     -6.239990e+00 2.836100e+02
14 10620     5.217000e+02 -1.307900e+02
1 10621     6.741500e+02 5.459900e+02
4 10621     5.558002e+01 -5.270400e+02
5 10621     6.500800e+02 -4.603003e+01
6 10621     -2.259200e+02 6.910300e+02
14 10621     5.503400e+02 -1.291000e+02
1 10622     6.741500e+02 5.459900e+02
11 10622     3.645500e+02 -1.733800e+02
13 10622     3.842600e+02 2.639000e+02
14 10622     5.503400e+02 -1.291000e+02
1 10623     6.608000e+02 5.386500e+02
4 10623     5.065997e+01 -5.207100e+02
11 10623     3.569301e+02 -1.809000e+02
1 10624     -1.114400e+02 5.370000e+02
10 10624     -7.069000e+02 5.934600e+02
1 10625     8.592600e+02 5.363000e+02
13 10625     5.028101e+02 2.938100e+02
14 10625     6.943400e+02 -9.746002e+01
1 10626     -6.927002e+01 5.319600e+02
2 10626     -7.133800e+02 1.617700e+02
5 10626     -1.919000e+01 -2.340700e+02
8 10626     -5.041000e+02 1.128700e+02
10 10626     -6.528500e+02 6.028000e+02
11 10626     -2.292600e+02 -3.377200e+02
12 10626     -7.743800e+02 3.483700e+02
1 10627     -4.085999e+01 5.282500e+02
2 10627     -6.841400e+02 1.646100e+02
5 10627     8.659973e+00 -2.313500e+02
7 10627     -6.169500e+02 4.430100e+02
8 10627     -4.806300e+02 1.153600e+02
10 10627     -6.180800e+02 6.088800e+02
11 10627     -2.035500e+02 -3.349500e+02
12 10627     -7.420000e+02 3.554700e+02
1 10628     1.985800e+02 5.273600e+02
5 10628     2.391200e+02 -1.751200e+02
7 10628     -3.899600e+02 5.264900e+02
8 10628     -2.902800e+02 1.744000e+02
12 10628     -4.849100e+02 4.573000e+02
1 10629     3.070400e+02 5.267700e+02
2 10629     -3.528500e+02 2.605600e+02
3 10629     -4.815900e+02 -7.100000e+01
4 10629     1.959003e+01 -3.202100e+02
5 10629     3.392100e+02 -1.492600e+02
6 10629     -5.543500e+02 5.090500e+02
7 10629     -2.927100e+02 5.615800e+02
8 10629     -2.115000e+02 1.975800e+02
11 10629     8.715002e+01 -2.652200e+02
12 10629     -3.772800e+02 5.010600e+02
1 10630     -9.402002e+01 5.240400e+02
5 10630     -4.396997e+01 -2.480600e+02
14 10630     -1.263500e+02 -3.418800e+02
1 10631     6.518000e+02 5.165700e+02
2 10631     -8.397998e+01 3.322500e+02
6 10631     -2.298100e+02 6.514000e+02
8 10631     1.139001e+01 2.589600e+02
12 10631     -6.479999e+01 6.134200e+02
13 10631     3.765400e+02 2.377000e+02
14 10631     5.415200e+02 -1.604900e+02
1 10632     8.323999e+01 5.109100e+02
2 10632     -5.540800e+02 1.806700e+02
8 10632     -3.751700e+02 1.306300e+02
11 10632     -9.414001e+01 -3.244100e+02
12 10632     -5.982000e+02 3.897400e+02
14 10632     4.729999e+01 -3.101100e+02
1 10633     1.574700e+02 5.101300e+02
5 10633     2.028300e+02 -2.024000e+02
11 10633     -3.226001e+01 -3.100300e+02
12 10633     -5.200100e+02 4.207900e+02
1 10634     8.507800e+02 5.061200e+02
2 10634     4.750000e+01 3.603400e+02
5 10634     8.029000e+02 -4.303003e+01
6 10634     -6.681000e+01 7.140100e+02
8 10634     1.203100e+02 2.843100e+02
9 10634     -1.149400e+02 3.886400e+02
11 10634     5.018199e+02 -1.663700e+02
13 10634     5.046300e+02 2.715900e+02
14 10634     6.977100e+02 -1.238200e+02
1 10635     8.442500e+02 5.028800e+02
2 10635     4.419000e+01 3.563800e+02
3 10635     -1.029600e+02 2.116998e+01
5 10635     7.985400e+02 -4.725000e+01
6 10635     -7.070001e+01 7.079900e+02
8 10635     1.178000e+02 2.809100e+02
9 10635     -1.174600e+02 3.850400e+02
11 10635     4.985699e+02 -1.697100e+02
13 10635     5.013800e+02 2.681100e+02
14 10635     6.938199e+02 -1.279900e+02
1 10636     -3.221997e+01 4.988800e+02
7 10636     -5.969900e+02 4.163200e+02
13 10636     -1.135500e+02 6.241998e+01
1 10637     7.834003e+01 4.989600e+02
2 10637     -5.550400e+02 1.650200e+02
4 10637     -9.619995e+00 -1.951100e+02
5 10637     1.292100e+02 -2.332300e+02
7 10637     -4.906300e+02 4.567900e+02
8 10637     -3.756900e+02 1.185100e+02
11 10637     -9.678003e+01 -3.358000e+02
12 10637     -5.975000e+02 3.739800e+02
13 10637     -2.765002e+01 8.964999e+01
14 10637     4.466998e+01 -3.236300e+02
1 10638     8.546500e+02 4.949400e+02
6 10638     -6.023999e+01 7.040600e+02
9 10638     -1.099700e+02 3.809300e+02
1 10639     7.748300e+02 4.921100e+02
5 10639     7.462200e+02 -7.103003e+01
9 10639     -1.510700e+02 3.645500e+02
1 10640     -1.019400e+02 4.885800e+02
7 10640     -6.620000e+02 3.805600e+02
11 10640     -2.519600e+02 -3.812900e+02
1 10641     -4.519000e+01 4.879400e+02
7 10641     -6.035400e+02 4.018100e+02
1 10642     4.862000e+02 4.860300e+02
4 10642     9.559998e+00 -4.233800e+02
5 10642     5.052400e+02 -1.449300e+02
7 10642     -1.277900e+02 5.810200e+02
1 10643     3.382700e+02 4.841300e+02
7 10643     -2.518500e+02 5.318700e+02
1 10644     5.021002e+01 4.801500e+02
12 10644     -6.199400e+02 3.435500e+02
1 10645     -1.369500e+02 4.770900e+02
7 10645     -6.914500e+02 3.559200e+02
15 10645     -7.306900e+02 5.519300e+02
1 10646     1.005900e+02 4.594600e+02
5 10646     1.567600e+02 -2.684600e+02
8 10646     -3.478900e+02 8.757999e+01
11 10646     -7.045001e+01 -3.648800e+02
14 10646     7.290002e+01 -3.581600e+02
1 10647     3.001001e+01 4.466300e+02
2 10647     -5.897300e+02 8.600000e+01
4 10647     -4.169000e+01 -1.689400e+02
5 10647     8.785999e+01 -3.003000e+02
7 10647     -5.173000e+02 3.871700e+02
11 10647     -1.293700e+02 -3.908200e+02
13 10647     -5.657001e+01 3.420001e+01
1 10648     -2.315997e+01 4.401000e+02
5 10648     3.745001e+01 -3.197200e+02
8 10648     -4.450100e+02 3.434000e+01
12 10648     -6.821500e+02 2.582400e+02
13 10648     -9.617999e+01 1.575000e+01
14 10648     -4.310999e+01 -4.122700e+02
15 10648     -5.602900e+02 5.549700e+02
1 10649     7.670400e+02 4.300000e+02
5 10649     7.580800e+02 -1.290000e+02
6 10649     -1.008100e+02 6.060200e+02
9 10649     -1.360800e+02 3.141200e+02
11 10649     4.685500e+02 -2.382100e+02
13 10649     4.695601e+02 2.008600e+02
1 10650     4.643600e+02 4.292900e+02
2 10650     -1.983200e+02 1.985600e+02
7 10650     -1.270100e+02 5.219300e+02
13 10650     2.665900e+02 1.290500e+02
1 10651     4.734998e+01 4.262600e+02
2 10651     -5.665200e+02 6.626001e+01
7 10651     -4.933100e+02 3.732900e+02
13 10651     -3.956000e+01 2.121997e+01
1 10652     8.657900e+02 4.224700e+02
6 10652     -2.577002e+01 6.362800e+02
1 10653     2.481700e+02 4.213000e+02
5 10653     3.022900e+02 -2.704800e+02
6 10653     -5.698500e+02 3.525400e+02
9 10653     -4.662400e+02 1.696700e+02
10 10653     -2.504400e+02 5.927500e+02
12 10653     -3.917800e+02 3.599800e+02
1 10654     2.321300e+02 4.199400e+02
7 10654     -3.222700e+02 4.351400e+02
9 10654     -4.772600e+02 1.654900e+02
1 10655     2.321300e+02 4.199400e+02
2 10655     -3.899300e+02 1.181500e+02
8 10655     -2.404800e+02 8.479001e+01
1 10656     3.599200e+02 4.183000e+02
6 10656     -4.566700e+02 4.067300e+02
9 10656     -3.837700e+02 2.017400e+02
1 10657     3.639600e+02 4.158200e+02
7 10657     -2.063700e+02 4.763400e+02
9 10657     -3.804400e+02 1.985800e+02
14 10657     3.224900e+02 -3.309900e+02
1 10658     7.696600e+02 4.153000e+02
13 10658     4.750800e+02 1.899800e+02
1 10659     3.151600e+02 4.129800e+02
7 10659     -2.478500e+02 4.580300e+02
1 10660     2.387200e+02 4.062700e+02
2 10660     -3.799300e+02 1.055800e+02
5 10660     2.961801e+02 -2.888700e+02
6 10660     -5.717600e+02 3.296600e+02
7 10660     -3.116400e+02 4.237500e+02
9 10660     -4.679200e+02 1.519300e+02
14 10660     2.109000e+02 -3.754700e+02
1 10661     4.770800e+02 4.039200e+02
4 10661     -3.812000e+01 -4.232200e+02
6 10661     -3.411200e+02 4.474400e+02
8 10661     -6.919000e+01 1.326800e+02
1 10662     3.630900e+02 4.033600e+02
2 10662     -2.716100e+02 1.414400e+02
5 10662     4.120400e+02 -2.589100e+02
6 10662     -4.467600e+02 3.906500e+02
7 10662     -2.027300e+02 4.647300e+02
1 10663     5.008900e+02 4.020800e+02
7 10663     -8.742999e+01 5.096100e+02
11 10663     2.737900e+02 -3.213500e+02
12 10663     -1.476000e+02 4.449100e+02
14 10663     4.467000e+02 -3.047100e+02
1 10664     2.266200e+02 4.000300e+02
7 10664     -3.199500e+02 4.138400e+02
9 10664     -4.756300e+02 1.417400e+02
1 10665     7.938600e+02 3.994700e+02
13 10665     4.939900e+02 1.846300e+02
14 10665     6.886500e+02 -2.292400e+02
1 10666     5.987800e+02 3.963300e+02
5 10666     6.235200e+02 -2.032300e+02
7 10666     -8.179993e+00 5.349800e+02
13 10666     3.658700e+02 1.363400e+02
14 10666     5.303800e+02 -2.841100e+02
1 10667     -6.451100e+02 3.935700e+02
4 10667     -1.046700e+02 2.193800e+02
1 10668     7.557100e+02 3.895600e+02
2 10668     2.456000e+01 2.349900e+02
6 10668     -9.210999e+01 5.605300e+02
7 10668     1.166200e+02 5.779400e+02
9 10668     -1.287900e+02 2.799600e+02
12 10668     6.921997e+01 5.259300e+02
13 10668     4.729500e+02 1.693500e+02
1 10669     7.795500e+02 3.896100e+02
6 10669     -7.390997e+01 5.692900e+02
13 10669     4.871300e+02 1.745200e+02
14 10669     6.802800e+02 -2.415200e+02
1 10670     6.447000e+02 3.864400e+02
2 10670     -5.107001e+01 2.063200e+02
4 10670     -3.559003e+01 -5.262400e+02
5 10670     6.661600e+02 -2.003500e+02
6 10670     -1.841700e+02 5.098000e+02
9 10670     -1.926900e+02 2.508400e+02
12 10670     -1.925000e+01 4.852000e+02
14 10670     5.718400e+02 -2.781900e+02
1 10671     2.314301e+02 3.864600e+02
2 10671     -3.800400e+02 8.095001e+01
5 10671     2.931200e+02 -3.109400e+02
6 10671     -5.709000e+02 3.012700e+02
7 10671     -3.104700e+02 4.033900e+02
8 10671     -2.328400e+02 5.467001e+01
9 10671     -4.673700e+02 1.296200e+02
10 10671     -2.557800e+02 5.461300e+02
11 10671     5.584003e+01 -3.990600e+02
14 10671     2.089200e+02 -3.970000e+02
1 10672     6.390699e+02 3.832900e+02
5 10672     6.619700e+02 -2.057800e+02
6 10672     -1.877700e+02 5.018300e+02
7 10672     2.753998e+01 5.368300e+02
9 10672     -1.948600e+02 2.454900e+02
11 10672     3.870900e+02 -3.036900e+02
12 10672     -2.271002e+01 4.777500e+02
13 10672     3.960200e+02 1.368600e+02
14 10672     5.681801e+02 -2.847800e+02
1 10673     4.833900e+02 3.818500e+02
2 10673     -1.685600e+02 1.539100e+02
5 10673     5.263700e+02 -2.478800e+02
7 10673     -9.501001e+01 4.855000e+02
9 10673     -2.895900e+02 2.019100e+02
14 10673     4.365699e+02 -3.300900e+02
1 10674     6.250601e+02 3.806600e+02
7 10674     1.741998e+01 5.294000e+02
8 10674     2.769000e+01 1.486600e+02
11 10674     3.768600e+02 -3.091800e+02
13 10674     3.869800e+02 1.311800e+02
14 10674     5.569900e+02 -2.913300e+02
1 10675     6.419800e+02 3.795600e+02
2 10675     -5.092999e+01 1.971900e+02
1 10676     6.714200e+02 3.777500e+02
7 10676     5.421997e+01 5.411600e+02
14 10676     5.962900e+02 -2.814000e+02
1 10677     4.817900e+02 3.755100e+02
2 10677     -1.686200e+02 1.463200e+02
3 10677     -3.056400e+02 -1.846700e+02
5 10677     5.251600e+02 -2.550900e+02
7 10677     -9.491998e+01 4.790800e+02
8 10677     -5.889001e+01 1.102500e+02
9 10677     -2.895500e+02 1.953200e+02
11 10677     2.654100e+02 -3.480900e+02
13 10677     2.896600e+02 9.151999e+01
14 10677     4.359200e+02 -3.369800e+02
1 10678     5.127500e+02 3.740500e+02
7 10678     -6.920001e+01 4.879600e+02
9 10678     -2.690600e+02 2.032600e+02
13 10678     3.115699e+02 9.887000e+01
1 10679     4.775601e+02 3.692200e+02
2 10679     -1.695600e+02 1.387800e+02
3 10679     -3.073200e+02 -1.927600e+02
7 10679     -9.635999e+01 4.721300e+02
9 10679     -2.905200e+02 1.887200e+02
13 10679     2.878600e+02 8.554999e+01
14 10679     4.338600e+02 -3.442000e+02
1 10680     4.775601e+02 3.692200e+02
7 10680     -9.635999e+01 4.721300e+02
14 10680     4.338600e+02 -3.442000e+02
1 10681     5.174000e+02 3.674200e+02
2 10681     -1.383800e+02 1.487300e+02
7 10681     -6.340002e+01 4.834200e+02
9 10681     -2.643800e+02 1.982600e+02
13 10681     3.163101e+02 9.432001e+01
14 10681     4.692000e+02 -3.345900e+02
1 10682     4.714100e+02 3.352600e+02
13 10682     2.987800e+02 5.860999e+01
14 10682     4.475601e+02 -3.786300e+02
1 10683     -6.327002e+01 3.250300e+02
13 10683     -9.833002e+01 -9.229999e+01
14 10683     -5.434998e+01 -5.498600e+02
15 10683     -5.517200e+02 3.831300e+02
1 10684     -1.420500e+02 3.227500e+02
7 10684     -6.289000e+02 1.978100e+02
10 10684     -6.415700e+02 3.262800e+02
14 10684     -1.343600e+02 -5.766600e+02
1 10685     -1.452000e+02 3.192400e+02
7 10685     -6.302500e+02 1.935700e+02
13 10685     -1.618600e+02 -1.198700e+02
1 10686     8.638700e+02 3.184400e+02
2 10686     2.586300e+02 3.122400e+02
7 10686     2.698900e+02 5.708200e+02
9 10686     7.514001e+01 3.544800e+02
12 10686     2.744301e+02 5.572000e+02
14 10686     8.729600e+02 -2.709800e+02
1 10687     6.882700e+02 3.100500e+02
13 10687     4.595601e+02 9.531000e+01
14 10687     6.486600e+02 -3.389100e+02
1 10688     5.127300e+02 3.005700e+02
5 10688     5.968800e+02 -3.193100e+02
6 10688     -2.284800e+02 3.605900e+02
7 10688     -3.328003e+01 4.276300e+02
10 10688     7.626001e+01 5.607400e+02
11 10688     3.152000e+02 -4.024500e+02
13 10688     3.460000e+02 4.420001e+01
14 10688     5.073300e+02 -3.989200e+02
1 10689     4.669200e+02 2.985500e+02
6 10689     -2.655900e+02 3.353400e+02
11 10689     2.782300e+02 -4.159500e+02
14 10689     4.692200e+02 -4.150200e+02
1 10690     5.541700e+02 2.978600e+02
2 10690     -5.248999e+01 1.163900e+02
6 10690     -1.891400e+02 3.793800e+02
9 10690     -1.871600e+02 1.740000e+02
13 10690     3.764600e+02 5.282001e+01
14 10690     5.458400e+02 -3.891300e+02
1 10691     4.662900e+02 2.937900e+02
6 10691     -2.614600e+02 3.309400e+02
11 10691     2.792200e+02 -4.203000e+02
1 10692     -2.904300e+02 2.840600e+02
7 10692     -7.569700e+02 9.706000e+01
1 10693     4.229000e+02 2.672800e+02
6 10693     -2.724000e+02 2.838000e+02
11 10693     2.527900e+02 -4.543200e+02
13 10693     3.012600e+02 -3.710022e+00
15 10693     9.115997e+01 5.445600e+02
1 10694     -3.545000e+02 2.600800e+02
13 10694     -3.098600e+02 -2.292300e+02
1 10695     -3.545000e+02 2.600800e+02
7 10695     -8.110500e+02 4.451001e+01
13 10695     -3.098600e+02 -2.292300e+02
1 10696     -2.025500e+02 2.569700e+02
4 10696     -1.620000e+02 -5.831000e+01
7 10696     -6.474000e+02 1.123800e+02
10 10696     -6.732600e+02 2.258500e+02
1 10697     4.207100e+02 2.563000e+02
11 10697     2.540900e+02 -4.644200e+02
12 10697     -1.199700e+02 2.836800e+02
15 10697     9.525000e+01 5.298100e+02
1 10698     4.207100e+02 2.563000e+02
6 10698     -2.627000e+02 2.726700e+02
11 10698     2.540900e+02 -4.644200e+02
12 10698     -1.199700e+02 2.836800e+02
15 10698     9.525000e+01 5.298100e+02
1 10699     4.266300e+02 2.542600e+02
5 10699     5.510500e+02 -3.894000e+02
6 10699     -2.561400e+02 2.736000e+02
10 10699     1.176001e+01 4.789400e+02
11 10699     2.600699e+02 -4.646700e+02
14 10699     4.637600e+02 -4.699200e+02
1 10700     4.087600e+02 2.495000e+02
6 10700     -2.655100e+02 2.605900e+02
11 10700     2.473600e+02 -4.739600e+02
12 10700     -1.253400e+02 2.726300e+02
15 10700     8.565997e+01 5.153000e+02
1 10701     4.183000e+02 2.451200e+02
6 10701     -2.536900e+02 2.611600e+02
12 10701     -1.139800e+02 2.734200e+02
1 10702     4.426899e+02 2.436000e+02
6 10702     -2.298500e+02 2.731400e+02
11 10702     2.771000e+02 -4.699600e+02
1 10703     3.491300e+02 2.386400e+02
10 10703     -5.917999e+01 4.321800e+02
11 10703     1.993500e+02 -4.987100e+02
1 10704     3.763700e+02 2.334600e+02
4 10704     -1.423100e+02 -4.040300e+02
5 10704     5.195699e+02 -4.247900e+02
6 10704     -2.767000e+02 2.269600e+02
11 10704     2.249000e+02 -4.966200e+02
1 10705     -3.399600e+02 2.325100e+02
7 10705     -7.751000e+02 2.744000e+01
1 10706     8.579700e+02 2.316200e+02
3 10706     1.573900e+02 -7.915997e+01
7 10706     2.981899e+02 4.994400e+02
9 10706     1.106800e+02 2.995800e+02
1 10707     3.489399e+02 2.293100e+02
7 10707     -1.268100e+02 3.113500e+02
10 10707     -5.522998e+01 4.213600e+02
11 10707     2.021700e+02 -5.081000e+02
13 10707     2.691000e+02 -5.284998e+01
14 10707     4.108600e+02 -5.206899e+02
1 10708     -5.017900e+02 2.182600e+02
13 10708     -4.208600e+02 -3.098100e+02
1 10709     -1.658200e+02 2.182600e+02
15 10709     -6.181500e+02 1.941400e+02
1 10710     3.806000e+02 2.164700e+02
6 10710     -2.567100e+02 2.145600e+02
7 10710     -9.273999e+01 3.130200e+02
10 10710     -1.470001e+01 4.215600e+02
13 10710     2.994399e+02 -5.265997e+01
14 10710     4.502100e+02 -5.215300e+02
1 10711     3.806000e+02 2.164700e+02
4 10711     -1.514300e+02 -4.114600e+02
5 10711     5.358199e+02 -4.403400e+02
6 10711     -2.567100e+02 2.145600e+02
7 10711     -9.273999e+01 3.130200e+02
1 10712     3.867500e+02 2.133400e+02
5 10712     5.426600e+02 -4.420601e+02
6 10712     -2.483200e+02 2.147600e+02
13 10712     3.059500e+02 -5.319000e+01
14 10712     4.576300e+02 -5.228199e+02
1 10713     2.137100e+02 2.106200e+02
7 10713     -2.300500e+02 2.452200e+02
1 10714     4.346300e+02 2.054900e+02
6 10714     -1.981800e+02 2.337500e+02
1 10715     1.372300e+02 2.031800e+02
6 10715     -4.720000e+02 6.309003e+01
1 10716     -3.794400e+02 2.022400e+02
13 10716     -2.977800e+02 -2.854100e+02
1 10717     5.653900e+02 1.871000e+02
5 10717     7.220000e+02 -4.154900e+02
6 10717     -7.079999e+01 2.846100e+02
10 10717     1.831900e+02 4.615900e+02
13 10717     4.421500e+02 -2.395001e+01
14 10717     6.318600e+02 -4.912900e+02
1 10718     4.488900e+02 1.855200e+02
10 10718     6.833002e+01 4.142600e+02
1 10719     -2.919000e+01 1.740100e+02
2 10719     -4.244700e+02 -1.756200e+02
4 10719     -2.012800e+02 -1.758600e+02
5 10719     1.638500e+02 -6.094399e+02
7 10719     -4.269100e+02 1.149900e+02
13 10719     1.439001e+01 -2.014100e+02
15 10719     -4.112600e+02 2.075600e+02
1 10720     2.929000e+02 1.702900e+02
7 10720     -5.219000e+01 2.831500e+02
10 10720     -2.777002e+01 3.443100e+02
14 10720     5.716300e+02 -5.641000e+02
15 10720     4.357001e+01 3.761100e+02
1 10721     2.929000e+02 1.702900e+02
7 10721     -5.219000e+01 2.831500e+02
15 10721     4.357001e+01 3.761100e+02
1 10722     8.120699e+02 1.540800e+02
6 10722     2.000400e+02 3.917500e+02
7 10722     2.893800e+02 4.200200e+02
8 10722     3.085900e+02 1.112800e+02
13 10722     6.537000e+02 2.463000e+01
1 10723     3.200012e+00 1.478500e+02
7 10723     -3.804700e+02 1.059300e+02
15 10723     -3.529800e+02 1.908700e+02
1 10724     3.200012e+00 1.478500e+02
7 10724     -3.804700e+02 1.059300e+02
15 10724     -3.529800e+02 1.908700e+02
1 10725     2.387300e+02 1.473800e+02
15 10725     -5.599976e+00 3.220100e+02
1 10726     -5.062000e+01 1.396000e+02
7 10726     -4.249000e+02 7.579999e+01
1 10727     6.632001e+01 1.391500e+02
4 10727     -2.103900e+02 -2.880500e+02
10 10727     -2.717300e+02 2.152000e+02
13 10727     1.927200e+02 -1.804500e+02
1 10728     6.632001e+01 1.391500e+02
4 10728     -2.103900e+02 -2.880500e+02
5 10728     4.006300e+02 -5.980900e+02
10 10728     -2.717300e+02 2.152000e+02
12 10728     -2.681900e+02 7.632001e+01
13 10728     1.927200e+02 -1.804500e+02
1 10729     2.369800e+02 1.383500e+02
7 10729     -7.498999e+01 2.389000e+02
1 10730     2.437200e+02 1.312500e+02
15 10730     1.107001e+01 3.052800e+02
1 10731     6.439399e+02 1.197800e+02
7 10731     1.647900e+02 3.294400e+02
1 10732     1.233400e+02 1.069100e+02
15 10732     -1.330000e+02 2.128300e+02
1 10733     1.233400e+02 1.069100e+02
15 10733     -1.330000e+02 2.128300e+02
1 10734     1.737800e+02 1.011300e+02
4 10734     -2.231100e+02 -4.015300e+02
1 10735     -1.995100e+02 9.213000e+01
15 10735     -5.794600e+02 1.496997e+01
1 10736     6.358199e+02 8.951999e+01
7 10736     1.747400e+02 3.039000e+02
15 10736     4.419000e+02 4.307000e+02
1 10737     6.727200e+02 8.254999e+01
10 10737     3.374301e+02 3.955300e+02
1 10738     1.828900e+02 7.954001e+01
6 10738     -5.526001e+01 7.728998e+01
7 10738     -9.151001e+01 1.664900e+02
8 10738     1.345700e+02 1.326001e+01
13 10738     3.681300e+02 -1.764200e+02
1 10739     8.749200e+02 6.652002e+01
7 10739     4.005000e+02 3.861100e+02
8 10739     4.367100e+02 1.261200e+02
9 10739     2.528000e+02 2.546600e+02
12 10739     4.594200e+02 3.778800e+02
15 10739     7.518300e+02 5.211900e+02
1 10740     2.282000e+02 6.212000e+01
3 10740     9.159998e+01 -2.266400e+02
4 10740     -2.448300e+02 -4.561600e+02
8 10740     1.841000e+02 2.445001e+01
9 10740     4.257001e+01 1.636800e+02
1 10741     -4.172600e+02 6.152002e+01
15 10741     -8.578700e+02 -1.459600e+02
1 10742     9.133002e+01 5.514001e+01
15 10742     -1.464900e+02 1.310700e+02
1 10743     5.973600e+02 5.398999e+01
10 10743     2.790800e+02 3.367200e+02
1 10744     3.299700e+02 5.140997e+01
15 10744     1.631000e+02 2.511200e+02
1 10745     1.917800e+02 4.444000e+01
7 10745     -6.392999e+01 1.409000e+02
10 10745     -6.707001e+01 1.707900e+02
1 10746     4.631400e+02 4.326001e+01
15 10746     3.204301e+02 3.052600e+02
1 10747     4.631400e+02 4.326001e+01
10 10747     2.073199e+02 2.801500e+02
15 10747     3.204301e+02 3.052600e+02
1 10748     -7.070007e+00 4.128998e+01
4 10748     -2.770900e+02 -2.743200e+02
6 10748     -2.634600e+02 -1.039900e+02
8 10748     -3.272998e+01 -1.264700e+02
10 10748     -2.924800e+02 7.906000e+01
15 10748     -2.637700e+02 6.210999e+01
1 10749     5.619000e+01 4.179999e+01
7 10749     -2.027300e+02 7.003998e+01
1 10750     1.528998e+01 2.850000e+01
15 10750     -2.295700e+02 5.760999e+01
1 10751     1.227300e+02 2.338000e+01
2 10751     9.865997e+01 -1.634003e+01
3 10751     1.254999e+01 -3.269300e+02
4 10751     -2.788600e+02 -3.799500e+02
6 10751     -8.379001e+01 -1.896002e+01
7 10751     -1.237500e+02 8.851999e+01
13 10751     3.350900e+02 -2.405000e+02
1 10752     -1.881300e+02 2.325000e+01
7 10752     -4.836100e+02 -8.850000e+01
15 10752     -5.210600e+02 -6.609998e+01
1 10753     8.567400e+02 -1.130005e+00
9 10753     2.686500e+02 2.032100e+02
15 10753     7.610500e+02 4.313400e+02
1 10754     4.945000e+02 -1.160999e+01
15 10754     3.840699e+02 2.542900e+02
1 10755     -1.714800e+02 -1.765997e+01
8 10755     -2.476400e+02 -3.396500e+02
9 10755     -3.931700e+02 -2.610400e+02
1 10756     3.974700e+02 -1.721002e+01
10 10756     1.741700e+02 1.911200e+02
1 10757     -1.771000e+02 -2.265002e+01
2 10757     -3.518700e+02 -3.918500e+02
6 10757     -5.291700e+02 -3.612400e+02
7 10757     -4.427800e+02 -1.242800e+02
8 10757     -2.461300e+02 -3.441600e+02
9 10757     -3.921800e+02 -2.667100e+02
13 10757     9.989990e+00 -4.069800e+02
1 10758     8.517700e+02 -2.603998e+01
7 10758     4.156600e+02 3.028600e+02
1 10759     4.890500e+02 -2.740002e+01
10 10759     2.619900e+02 2.182200e+02
15 10759     3.863600e+02 2.330300e+02
1 10760     2.477100e+02 -3.284003e+01
4 10760     -3.095200e+02 -4.952400e+02
1 10761     1.846300e+02 -3.515997e+01
4 10761     -3.152300e+02 -4.433300e+02
6 10761     3.402002e+01 -2.602002e+01
8 10761     2.040000e+02 -6.200000e+01
9 10761     7.294000e+01 7.867999e+01
10 10761     -3.803003e+01 8.446002e+01
12 10761     4.465002e+01 2.559998e+01
15 10761     2.877002e+01 7.073999e+01
1 10762     8.647800e+02 -4.046002e+01
3 10762     3.683400e+02 -2.128000e+02
6 10762     4.196300e+02 2.710000e+02
8 10762     4.737700e+02 5.420999e+01
12 10762     5.044100e+02 2.803800e+02
1 10763     8.919983e+00 -4.570001e+01
2 10763     3.521002e+01 -1.463400e+02
3 10763     -4.039001e+01 -4.543199e+02
8 10763     5.410999e+01 -1.658900e+02
10 10763     -2.295600e+02 -5.880005e+00
12 10763     -1.477000e+02 -1.072700e+02
15 10763     -1.917100e+02 -3.646997e+01
1 10764     3.645100e+02 -4.977002e+01
6 10764     2.012100e+02 6.987000e+01
10 10764     1.551000e+02 1.459600e+02
12 10764     2.267900e+02 1.156900e+02
1 10765     3.645100e+02 -4.977002e+01
10 10765     1.551000e+02 1.459600e+02
1 10766     1.947600e+02 -5.108002e+01
8 10766     2.210600e+02 -6.935999e+01
1 10767     4.712900e+02 -5.198999e+01
15 10767     3.790400e+02 1.944600e+02
1 10768     1.970100e+02 -6.648999e+01
6 10768     6.715002e+01 -4.812000e+01
9 10768     9.927002e+01 6.281000e+01
1 10769     7.788000e+01 -7.491998e+01
4 10769     -3.517700e+02 -3.687100e+02
6 10769     -5.276001e+01 -1.425200e+02
7 10769     -1.161200e+02 -1.907001e+01
9 10769     9.409973e+00 -1.494000e+01
10 10769     -1.389400e+02 -5.750000e+00
